order_id,customerId,orderDate,month,day_of_week,hour,has_time_component
ORD032340,2953,07/08/2023,8,Monday,0,0
ORD032333,2953,13/07/2023,7,Thursday,0,0
ORD032326,2953,23/05/2023,5,Tuesday,0,0
ORD032338,2953,26/07/2023,7,Wednesday,0,0
ORD032336,2953,24/07/2023,7,Monday,0,0
ORD032328,2953,05/06/2023,6,Monday,0,0
ORD005963,2367,18/06/2023,6,Sunday,0,0
ORD009848,2432,26/06/2023,6,Monday,0,0
ORD009849,2432,04/07/2023,7,Tuesday,0,0
ORD009845,2432,16/04/2023,4,Sunday,0,0
ORD009848,2432,26/06/2023,6,Monday,0,0
ORD009850,2432,29/07/2023,7,Saturday,0,0
ORD009845,2432,16/04/2023,4,Sunday,0,0
ORD009847,2432,25/04/2023,4,Tuesday,0,0
ORD009848,2432,26/06/2023,6,Monday,0,0
ORD010809,2448,07/07/2023,7,Friday,0,0
ORD010809,2448,07/07/2023,7,Friday,0,0
ORD010809,2448,07/07/2023,7,Friday,0,0
ORD016899,2577,14/12/2023,12,Thursday,0,0
ORD017749,2596,08/05/2023,5,Monday,0,0
ORD018708,2620,02/05/2023,5,Tuesday,0,0
ORD018708,2620,02/05/2023,5,Tuesday,0,0
ORD020767,2669,19/05/2023,5,Friday,0,0
ORD020769,2669,09/06/2023,6,Friday,0,0
ORD020769,2669,09/06/2023,6,Friday,0,0
ORD020767,2669,19/05/2023,5,Friday,0,0
ORD020772,2669,12/08/2023,8,Saturday,0,0
ORD021438,2687,16/04/2023,4,Sunday,0,0
ORD021439,2687,18/04/2023,4,Tuesday,0,0
ORD025944,2800,04/05/2023,5,Thursday,0,0
ORD025946,2800,03/06/2023,6,Saturday,0,0
ORD025944,2800,04/05/2023,5,Thursday,0,0
ORD026066,2802,18/06/2023,6,Sunday,0,0
ORD026066,2802,18/06/2023,6,Sunday,0,0
ORD026066,2802,18/06/2023,6,Sunday,0,0
ORD027360,2831,02/07/2023,7,Sunday,0,0
ORD027360,2831,02/07/2023,7,Sunday,0,0
ORD027360,2831,02/07/2023,7,Sunday,0,0
ORD027908,2844,18/07/2023,7,Tuesday,0,0
ORD028164,2849,15/05/2023,5,Monday,0,0
ORD032333,2953,13/07/2023,7,Thursday,0,0
ORD032340,2953,07/08/2023,8,Monday,0,0
ORD032328,2953,05/06/2023,6,Monday,0,0
ORD032333,2953,13/07/2023,7,Thursday,0,0
ORD032332,2953,28/06/2023,6,Wednesday,0,0
ORD032334,2953,21/07/2023,7,Friday,0,0
ORD032328,2953,05/06/2023,6,Monday,0,0
ORD032340,2953,07/08/2023,8,Monday,0,0
ORD032328,2953,05/06/2023,6,Monday,0,0
ORD032333,2953,13/07/2023,7,Thursday,0,0
ORD032340,2953,07/08/2023,8,Monday,0,0
ORD032517,2958,28/06/2023,6,Wednesday,0,0
ORD032517,2958,28/06/2023,6,Wednesday,0,0
ORD032517,2958,28/06/2023,6,Wednesday,0,0
ORD032838,2966,30/04/2023,4,Sunday,0,0
ORD033356,2979,14/05/2023,5,Sunday,0,0
ORD033367,2979,10/08/2023,8,Thursday,0,0
ORD033366,2979,31/07/2023,7,Monday,0,0
ORD033361,2979,27/06/2023,6,Tuesday,0,0
ORD033352,2979,20/04/2023,4,Thursday,0,0
ORD033358,2979,13/06/2023,6,Tuesday,0,0
ORD033359,2979,17/06/2023,6,Saturday,0,0
ORD021438,2687,16/04/2023,4,Sunday,0,0
ORD021440,2687,08/07/2023,7,Saturday,0,0
ORD024184,2762,21/07/2023,7,Friday,0,0
ORD024184,2762,21/07/2023,7,Friday,0,0
ORD024182,2762,25/06/2023,6,Sunday,0,0
ORD024181,2762,02/06/2023,6,Friday,0,0
ORD025698,2795,15/04/2023,4,Saturday,0,0
ORD025703,2795,15/06/2023,6,Thursday,0,0
ORD025706,2795,17/07/2023,7,Monday,0,0
ORD025701,2795,30/05/2023,5,Tuesday,0,0
ORD025702,2795,06/06/2023,6,Tuesday,0,0
ORD025946,2800,03/06/2023,6,Saturday,0,0
ORD025948,2800,04/08/2023,8,Friday,0,0
ORD025945,2800,30/05/2023,5,Tuesday,0,0
ORD025948,2800,04/08/2023,8,Friday,0,0
ORD025945,2800,30/05/2023,5,Tuesday,0,0
ORD025944,2800,04/05/2023,5,Thursday,0,0
ORD026066,2802,18/06/2023,6,Sunday,0,0
ORD026067,2802,27/06/2023,6,Tuesday,0,0
ORD026066,2802,18/06/2023,6,Sunday,0,0
ORD026066,2802,18/06/2023,6,Sunday,0,0
ORD026066,2802,18/06/2023,6,Sunday,0,0
ORD026227,2805,11/07/2023,7,Tuesday,0,0
ORD003573,2207,19/07/2023,7,Wednesday,0,0
ORD003572,2207,10/07/2023,7,Monday,0,0
ORD003575,2207,08/08/2023,8,Tuesday,0,0
ORD003575,2207,08/08/2023,8,Tuesday,0,0
ORD003575,2207,08/08/2023,8,Tuesday,0,0
ORD003639,2242,20/04/2023,4,Thursday,0,0
ORD003640,2242,21/04/2023,4,Friday,0,0
ORD003656,2242,22/07/2023,7,Saturday,0,0
ORD003655,2242,21/07/2023,7,Friday,0,0
ORD003654,2242,18/07/2023,7,Tuesday,0,0
ORD003638,2242,16/04/2023,4,Sunday,0,0
ORD003656,2242,22/07/2023,7,Saturday,0,0
ORD003914,2318,20/04/2023,4,Thursday,0,0
ORD005026,2350,17/05/2023,5,Wednesday,0,0
ORD005252,2355,26/05/2023,5,Friday,0,0
ORD005253,2355,08/07/2023,7,Saturday,0,0
ORD005253,2355,08/07/2023,7,Saturday,0,0
ORD005968,2367,30/07/2023,7,Sunday,0,0
ORD005962,2367,12/06/2023,6,Monday,0,0
ORD005963,2367,18/06/2023,6,Sunday,0,0
ORD033361,2979,27/06/2023,6,Tuesday,0,0
ORD033352,2979,20/04/2023,4,Thursday,0,0
ORD033361,2979,27/06/2023,6,Tuesday,0,0
ORD033357,2979,30/05/2023,5,Tuesday,0,0
ORD033357,2979,30/05/2023,5,Tuesday,0,0
ORD033357,2979,30/05/2023,5,Tuesday,0,0
ORD033367,2979,10/08/2023,8,Thursday,0,0
ORD033947,2996,05/07/2023,7,Wednesday,0,0
ORD033946,2996,10/06/2023,6,Saturday,0,0
ORD034914,3026,29/07/2023,7,Saturday,0,0
ORD034914,3026,29/07/2023,7,Saturday,0,0
ORD034913,3026,25/04/2023,4,Tuesday,0,0
ORD034913,3026,25/04/2023,4,Tuesday,0,0
ORD034913,3026,25/04/2023,4,Tuesday,0,0
ORD035216,3037,05/05/2023,5,Friday,0,0
ORD035223,3037,24/07/2023,7,Monday,0,0
ORD035219,3037,03/06/2023,6,Saturday,0,0
ORD035216,3037,05/05/2023,5,Friday,0,0
ORD035223,3037,24/07/2023,7,Monday,0,0
ORD035213,3037,19/04/2023,4,Wednesday,0,0
ORD035223,3037,24/07/2023,7,Monday,0,0
ORD035214,3037,28/04/2023,4,Friday,0,0
ORD035218,3037,29/05/2023,5,Monday,0,0
ORD028165,2849,29/05/2023,5,Monday,0,0
ORD029201,2873,26/07/2023,7,Wednesday,0,0
ORD029383,2877,14/04/2023,4,Friday,0,0
ORD029383,2877,14/04/2023,4,Friday,0,0
ORD029383,2877,14/04/2023,4,Friday,0,0
ORD029383,2877,14/04/2023,4,Friday,0,0
ORD029588,2882,02/08/2023,8,Wednesday,0,0
ORD030099,2894,04/06/2023,6,Sunday,0,0
ORD030099,2894,04/06/2023,6,Sunday,0,0
ORD030099,2894,04/06/2023,6,Sunday,0,0
ORD030099,2894,04/06/2023,6,Sunday,0,0
ORD030099,2894,04/06/2023,6,Sunday,0,0
ORD030099,2894,04/06/2023,6,Sunday,0,0
ORD030976,2918,12/12/2023,12,Tuesday,0,0
ORD031485,2932,28/07/2023,7,Friday,0,0
ORD032340,2953,07/08/2023,8,Monday,0,0
ORD032333,2953,13/07/2023,7,Thursday,0,0
ORD032333,2953,13/07/2023,7,Thursday,0,0
ORD005967,2367,20/07/2023,7,Thursday,0,0
ORD005968,2367,30/07/2023,7,Sunday,0,0
ORD005967,2367,20/07/2023,7,Thursday,0,0
ORD006094,2369,05/08/2023,8,Saturday,0,0
ORD009849,2432,04/07/2023,7,Tuesday,0,0
ORD009850,2432,29/07/2023,7,Saturday,0,0
ORD009848,2432,26/06/2023,6,Monday,0,0
ORD009849,2432,04/07/2023,7,Tuesday,0,0
ORD009848,2432,26/06/2023,6,Monday,0,0
ORD010809,2448,07/07/2023,7,Friday,0,0
ORD018707,2620,16/04/2023,4,Sunday,0,0
ORD019602,2640,27/06/2023,6,Tuesday,0,0
ORD019602,2640,27/06/2023,6,Tuesday,0,0
ORD020767,2669,19/05/2023,5,Friday,0,0
ORD020767,2669,19/05/2023,5,Friday,0,0
ORD020772,2669,12/08/2023,8,Saturday,0,0
ORD020772,2669,12/08/2023,8,Saturday,0,0
ORD020769,2669,09/06/2023,6,Friday,0,0
ORD020769,2669,09/06/2023,6,Friday,0,0
ORD020769,2669,09/06/2023,6,Friday,0,0
ORD020769,2669,09/06/2023,6,Friday,0,0
ORD036009,3063,17/06/2023,6,Saturday,0,0
ORD036009,3063,17/06/2023,6,Saturday,0,0
ORD036011,3063,08/07/2023,7,Saturday,0,0
ORD036012,3063,13/07/2023,7,Thursday,0,0
ORD036009,3063,17/06/2023,6,Saturday,0,0
ORD036004,3063,20/04/2023,4,Thursday,0,0
ORD036005,3063,29/04/2023,4,Saturday,0,0
ORD036005,3063,29/04/2023,4,Saturday,0,0
ORD036013,3063,12/08/2023,8,Saturday,0,0
ORD036012,3063,13/07/2023,7,Thursday,0,0
ORD036005,3063,29/04/2023,4,Saturday,0,0
ORD036007,3063,22/05/2023,5,Monday,0,0
ORD036004,3063,20/04/2023,4,Thursday,0,0
ORD036007,3063,22/05/2023,5,Monday,0,0
ORD036011,3063,08/07/2023,7,Saturday,0,0
ORD036007,3063,22/05/2023,5,Monday,0,0
ORD036013,3063,12/08/2023,8,Saturday,0,0
ORD036011,3063,08/07/2023,7,Saturday,0,0
ORD036209,3070,11/12/2023,12,Monday,0,0
ORD036209,3070,11/12/2023,12,Monday,0,0
ORD036209,3070,11/12/2023,12,Monday,0,0
ORD037140,3104,19/06/2023,6,Monday,0,0
ORD037140,3104,19/06/2023,6,Monday,0,0
ORD037139,3104,19/05/2023,5,Friday,0,0
ORD037140,3104,19/06/2023,6,Monday,0,0
ORD039075,3170,14/06/2023,6,Wednesday,0,0
ORD039720,3193,02/05/2023,5,Tuesday,0,0
ORD039722,3193,05/06/2023,6,Monday,0,0
ORD039723,3193,15/06/2023,6,Thursday,0,0
ORD039723,3193,15/06/2023,6,Thursday,0,0
ORD039723,3193,15/06/2023,6,Thursday,0,0
ORD039719,3193,19/04/2023,4,Wednesday,0,0
ORD039719,3193,19/04/2023,4,Wednesday,0,0
ORD039719,3193,19/04/2023,4,Wednesday,0,0
ORD039721,3193,22/05/2023,5,Monday,0,0
ORD039944,3203,26/05/2023,5,Friday,0,0
ORD039945,3203,23/06/2023,6,Friday,0,0
ORD033366,2979,31/07/2023,7,Monday,0,0
ORD033367,2979,10/08/2023,8,Thursday,0,0
ORD033366,2979,31/07/2023,7,Monday,0,0
ORD033361,2979,27/06/2023,6,Tuesday,0,0
ORD033366,2979,31/07/2023,7,Monday,0,0
ORD033352,2979,20/04/2023,4,Thursday,0,0
ORD033353,2979,03/05/2023,5,Wednesday,0,0
ORD033362,2979,05/07/2023,7,Wednesday,0,0
ORD033361,2979,27/06/2023,6,Tuesday,0,0
ORD034678,3019,13/12/2023,12,Wednesday,0,0
ORD034677,3019,11/12/2023,12,Monday,0,0
ORD034913,3026,25/04/2023,4,Tuesday,0,0
ORD034914,3026,29/07/2023,7,Saturday,0,0
ORD035222,3037,26/06/2023,6,Monday,0,0
ORD035213,3037,19/04/2023,4,Wednesday,0,0
ORD035222,3037,26/06/2023,6,Monday,0,0
ORD035222,3037,26/06/2023,6,Monday,0,0
ORD035222,3037,26/06/2023,6,Monday,0,0
ORD035216,3037,05/05/2023,5,Friday,0,0
ORD036007,3063,22/05/2023,5,Monday,0,0
ORD036005,3063,29/04/2023,4,Saturday,0,0
ORD036011,3063,08/07/2023,7,Saturday,0,0
ORD036009,3063,17/06/2023,6,Saturday,0,0
ORD036013,3063,12/08/2023,8,Saturday,0,0
ORD036013,3063,12/08/2023,8,Saturday,0,0
ORD036007,3063,22/05/2023,5,Monday,0,0
ORD036013,3063,12/08/2023,8,Saturday,0,0
ORD036012,3063,13/07/2023,7,Thursday,0,0
ORD036005,3063,29/04/2023,4,Saturday,0,0
ORD036013,3063,12/08/2023,8,Saturday,0,0
ORD036007,3063,22/05/2023,5,Monday,0,0
ORD036012,3063,13/07/2023,7,Thursday,0,0
ORD036007,3063,22/05/2023,5,Monday,0,0
ORD036004,3063,20/04/2023,4,Thursday,0,0
ORD036013,3063,12/08/2023,8,Saturday,0,0
ORD036004,3063,20/04/2023,4,Thursday,0,0
ORD036005,3063,29/04/2023,4,Saturday,0,0
ORD036010,3063,02/07/2023,7,Sunday,0,0
ORD036004,3063,20/04/2023,4,Thursday,0,0
ORD036004,3063,20/04/2023,4,Thursday,0,0
ORD032328,2953,05/06/2023,6,Monday,0,0
ORD032328,2953,05/06/2023,6,Monday,0,0
ORD032333,2953,13/07/2023,7,Thursday,0,0
ORD032328,2953,05/06/2023,6,Monday,0,0
ORD032338,2953,26/07/2023,7,Wednesday,0,0
ORD032325,2953,09/05/2023,5,Tuesday,0,0
ORD032334,2953,21/07/2023,7,Friday,0,0
ORD032331,2953,27/06/2023,6,Tuesday,0,0
ORD032331,2953,27/06/2023,6,Tuesday,0,0
ORD032340,2953,07/08/2023,8,Monday,0,0
ORD032328,2953,05/06/2023,6,Monday,0,0
ORD032333,2953,13/07/2023,7,Thursday,0,0
ORD032330,2953,17/06/2023,6,Saturday,0,0
ORD032330,2953,17/06/2023,6,Saturday,0,0
ORD032340,2953,07/08/2023,8,Monday,0,0
ORD032517,2958,28/06/2023,6,Wednesday,0,0
ORD032838,2966,30/04/2023,4,Sunday,0,0
ORD032838,2966,30/04/2023,4,Sunday,0,0
ORD033352,2979,20/04/2023,4,Thursday,0,0
ORD033366,2979,31/07/2023,7,Monday,0,0
ORD033361,2979,27/06/2023,6,Tuesday,0,0
ORD033352,2979,20/04/2023,4,Thursday,0,0
ORD036007,3063,22/05/2023,5,Monday,0,0
ORD036005,3063,29/04/2023,4,Saturday,0,0
ORD036013,3063,12/08/2023,8,Saturday,0,0
ORD037140,3104,19/06/2023,6,Monday,0,0
ORD037140,3104,19/06/2023,6,Monday,0,0
ORD037141,3104,27/06/2023,6,Tuesday,0,0
ORD037228,3107,18/04/2023,4,Tuesday,0,0
ORD039076,3170,20/06/2023,6,Tuesday,0,0
ORD039076,3170,20/06/2023,6,Tuesday,0,0
ORD039068,3170,10/05/2023,5,Wednesday,0,0
ORD039278,3176,03/08/2023,8,Thursday,0,0
ORD039719,3193,19/04/2023,4,Wednesday,0,0
ORD039719,3193,19/04/2023,4,Wednesday,0,0
ORD039719,3193,19/04/2023,4,Wednesday,0,0
ORD039720,3193,02/05/2023,5,Tuesday,0,0
ORD039723,3193,15/06/2023,6,Thursday,0,0
ORD020767,2669,19/05/2023,5,Friday,0,0
ORD020772,2669,12/08/2023,8,Saturday,0,0
ORD021354,2685,02/07/2023,7,Sunday,0,0
ORD022548,2718,12/12/2023,12,Tuesday,0,0
ORD024185,2762,27/07/2023,7,Thursday,0,0
ORD024185,2762,27/07/2023,7,Thursday,0,0
ORD025705,2795,16/07/2023,7,Sunday,0,0
ORD025702,2795,06/06/2023,6,Tuesday,0,0
ORD025706,2795,17/07/2023,7,Monday,0,0
ORD025703,2795,15/06/2023,6,Thursday,0,0
ORD025944,2800,04/05/2023,5,Thursday,0,0
ORD025944,2800,04/05/2023,5,Thursday,0,0
ORD025944,2800,04/05/2023,5,Thursday,0,0
ORD026066,2802,18/06/2023,6,Sunday,0,0
ORD026066,2802,18/06/2023,6,Sunday,0,0
ORD026066,2802,18/06/2023,6,Sunday,0,0
ORD026227,2805,11/07/2023,7,Tuesday,0,0
ORD026519,2813,22/05/2023,5,Monday,0,0
ORD040168,3211,10/05/2023,5,Wednesday,0,0
ORD040168,3211,10/05/2023,5,Wednesday,0,0
ORD040363,3220,25/06/2023,6,Sunday,0,0
ORD040761,3235,12/07/2023,7,Wednesday,0,0
ORD040761,3235,12/07/2023,7,Wednesday,0,0
ORD040761,3235,12/07/2023,7,Wednesday,0,0
ORD040826,3237,26/06/2023,6,Monday,0,0
ORD040828,3237,11/08/2023,8,Friday,0,0
ORD040828,3237,11/08/2023,8,Friday,0,0
ORD040824,3237,13/05/2023,5,Saturday,0,0
ORD040825,3237,25/05/2023,5,Thursday,0,0
ORD040824,3237,13/05/2023,5,Saturday,0,0
ORD040821,3237,19/04/2023,4,Wednesday,0,0
ORD040827,3237,05/08/2023,8,Saturday,0,0
ORD040823,3237,02/05/2023,5,Tuesday,0,0
ORD040822,3237,21/04/2023,4,Friday,0,0
ORD040826,3237,26/06/2023,6,Monday,0,0
ORD040828,3237,11/08/2023,8,Friday,0,0
ORD040828,3237,11/08/2023,8,Friday,0,0
ORD040826,3237,26/06/2023,6,Monday,0,0
ORD040824,3237,13/05/2023,5,Saturday,0,0
ORD040828,3237,11/08/2023,8,Friday,0,0
ORD040824,3237,13/05/2023,5,Saturday,0,0
ORD040826,3237,26/06/2023,6,Monday,0,0
ORD041446,3266,07/08/2023,8,Monday,0,0
ORD041443,3266,17/07/2023,7,Monday,0,0
ORD041445,3266,03/08/2023,8,Thursday,0,0
ORD041445,3266,03/08/2023,8,Thursday,0,0
ORD041443,3266,17/07/2023,7,Monday,0,0
ORD041446,3266,07/08/2023,8,Monday,0,0
ORD041443,3266,17/07/2023,7,Monday,0,0
ORD042741,3322,04/05/2023,5,Thursday,0,0
ORD042744,3322,21/07/2023,7,Friday,0,0
ORD042741,3322,04/05/2023,5,Thursday,0,0
ORD043515,3357,13/05/2023,5,Saturday,0,0
ORD043520,3357,24/07/2023,7,Monday,0,0
ORD043517,3357,05/06/2023,6,Monday,0,0
ORD043522,3357,04/08/2023,8,Friday,0,0
ORD043516,3357,20/05/2023,5,Saturday,0,0
ORD043518,3357,19/07/2023,7,Wednesday,0,0
ORD043514,3357,15/04/2023,4,Saturday,0,0
ORD043519,3357,20/07/2023,7,Thursday,0,0
ORD043521,3357,29/07/2023,7,Saturday,0,0
ORD043519,3357,20/07/2023,7,Thursday,0,0
ORD033367,2979,10/08/2023,8,Thursday,0,0
ORD033350,2979,17/04/2023,4,Monday,0,0
ORD033357,2979,30/05/2023,5,Tuesday,0,0
ORD033354,2979,11/05/2023,5,Thursday,0,0
ORD033367,2979,10/08/2023,8,Thursday,0,0
ORD033366,2979,31/07/2023,7,Monday,0,0
ORD033947,2996,05/07/2023,7,Wednesday,0,0
ORD033945,2996,03/06/2023,6,Saturday,0,0
ORD033945,2996,03/06/2023,6,Saturday,0,0
ORD033946,2996,10/06/2023,6,Saturday,0,0
ORD034914,3026,29/07/2023,7,Saturday,0,0
ORD035213,3037,19/04/2023,4,Wednesday,0,0
ORD035223,3037,24/07/2023,7,Monday,0,0
ORD035223,3037,24/07/2023,7,Monday,0,0
ORD035214,3037,28/04/2023,4,Friday,0,0
ORD035222,3037,26/06/2023,6,Monday,0,0
ORD035213,3037,19/04/2023,4,Wednesday,0,0
ORD035213,3037,19/04/2023,4,Wednesday,0,0
ORD035218,3037,29/05/2023,5,Monday,0,0
ORD035222,3037,26/06/2023,6,Monday,0,0
ORD043521,3357,29/07/2023,7,Saturday,0,0
ORD043519,3357,20/07/2023,7,Thursday,0,0
ORD043518,3357,19/07/2023,7,Wednesday,0,0
ORD044505,3405,25/05/2023,5,Thursday,0,0
ORD044508,3405,29/07/2023,7,Saturday,0,0
ORD044536,3406,07/06/2023,6,Wednesday,0,0
ORD044538,3406,05/08/2023,8,Saturday,0,0
ORD044536,3406,07/06/2023,6,Wednesday,0,0
ORD044674,3414,29/04/2023,4,Saturday,0,0
ORD044812,3422,03/05/2023,5,Wednesday,0,0
ORD044813,3422,11/05/2023,5,Thursday,0,0
ORD044812,3422,03/05/2023,5,Wednesday,0,0
ORD044817,3422,27/06/2023,6,Tuesday,0,0
ORD044817,3422,27/06/2023,6,Tuesday,0,0
ORD005964,2367,28/06/2023,6,Wednesday,0,0
ORD005964,2367,28/06/2023,6,Wednesday,0,0
ORD005963,2367,18/06/2023,6,Sunday,0,0
ORD005968,2367,30/07/2023,7,Sunday,0,0
ORD005966,2367,10/07/2023,7,Monday,0,0
ORD005968,2367,30/07/2023,7,Sunday,0,0
ORD005968,2367,30/07/2023,7,Sunday,0,0
ORD005968,2367,30/07/2023,7,Sunday,0,0
ORD005965,2367,06/07/2023,7,Thursday,0,0
ORD005965,2367,06/07/2023,7,Thursday,0,0
ORD005962,2367,12/06/2023,6,Monday,0,0
ORD005965,2367,06/07/2023,7,Thursday,0,0
ORD005963,2367,18/06/2023,6,Sunday,0,0
ORD009846,2432,21/04/2023,4,Friday,0,0
ORD009849,2432,04/07/2023,7,Tuesday,0,0
ORD009849,2432,04/07/2023,7,Tuesday,0,0
ORD009849,2432,04/07/2023,7,Tuesday,0,0
ORD009846,2432,21/04/2023,4,Friday,0,0
ORD009849,2432,04/07/2023,7,Tuesday,0,0
ORD009845,2432,16/04/2023,4,Sunday,0,0
ORD015427,2542,13/08/2023,8,Sunday,0,0
ORD019602,2640,27/06/2023,6,Tuesday,0,0
ORD019602,2640,27/06/2023,6,Tuesday,0,0
ORD019602,2640,27/06/2023,6,Tuesday,0,0
ORD020772,2669,12/08/2023,8,Saturday,0,0
ORD044817,3422,27/06/2023,6,Tuesday,0,0
ORD044814,3422,24/05/2023,5,Wednesday,0,0
ORD044814,3422,24/05/2023,5,Wednesday,0,0
ORD046571,3522,16/04/2023,4,Sunday,0,0
ORD046571,3522,16/04/2023,4,Sunday,0,0
ORD046571,3522,16/04/2023,4,Sunday,0,0
ORD047110,3561,12/07/2023,7,Wednesday,0,0
ORD047384,3582,30/05/2023,5,Tuesday,0,0
ORD047412,3585,15/04/2023,4,Saturday,0,0
ORD047418,3585,18/07/2023,7,Tuesday,0,0
ORD047414,3585,31/05/2023,5,Wednesday,0,0
ORD047412,3585,15/04/2023,4,Saturday,0,0
ORD047419,3585,31/07/2023,7,Monday,0,0
ORD047418,3585,18/07/2023,7,Tuesday,0,0
ORD047420,3585,04/08/2023,8,Friday,0,0
ORD047745,3613,22/05/2023,5,Monday,0,0
ORD048315,3657,27/05/2023,5,Saturday,0,0
ORD049132,3717,03/07/2023,7,Monday,0,0
ORD049129,3717,10/06/2023,6,Saturday,0,0
ORD049128,3717,24/05/2023,5,Wednesday,0,0
ORD049132,3717,03/07/2023,7,Monday,0,0
ORD049128,3717,24/05/2023,5,Wednesday,0,0
ORD049128,3717,24/05/2023,5,Wednesday,0,0
ORD049129,3717,10/06/2023,6,Saturday,0,0
ORD049133,3717,06/07/2023,7,Thursday,0,0
ORD049126,3717,01/05/2023,5,Monday,0,0
ORD049218,3723,15/04/2023,4,Saturday,0,0
ORD049219,3723,20/07/2023,7,Thursday,0,0
ORD049644,3752,17/05/2023,5,Wednesday,0,0
ORD050154,3793,20/05/2023,5,Saturday,0,0
ORD050292,3802,08/08/2023,8,Tuesday,0,0
ORD050288,3802,28/06/2023,6,Wednesday,0,0
ORD050476,3817,28/06/2023,6,Wednesday,0,0
ORD050476,3817,28/06/2023,6,Wednesday,0,0
ORD050940,3858,14/06/2023,6,Wednesday,0,0
ORD050940,3858,14/06/2023,6,Wednesday,0,0
ORD050940,3858,14/06/2023,6,Wednesday,0,0
ORD050940,3858,14/06/2023,6,Wednesday,0,0
ORD051152,3881,05/08/2023,8,Saturday,0,0
ORD051150,3881,22/07/2023,7,Saturday,0,0
ORD051150,3881,22/07/2023,7,Saturday,0,0
ORD051150,3881,22/07/2023,7,Saturday,0,0
ORD027360,2831,02/07/2023,7,Sunday,0,0
ORD027908,2844,18/07/2023,7,Tuesday,0,0
ORD028163,2849,16/04/2023,4,Sunday,0,0
ORD028163,2849,16/04/2023,4,Sunday,0,0
ORD029383,2877,14/04/2023,4,Friday,0,0
ORD029383,2877,14/04/2023,4,Friday,0,0
ORD029383,2877,14/04/2023,4,Friday,0,0
ORD029587,2882,08/06/2023,6,Thursday,0,0
ORD030099,2894,04/06/2023,6,Sunday,0,0
ORD030099,2894,04/06/2023,6,Sunday,0,0
ORD030099,2894,04/06/2023,6,Sunday,0,0
ORD030911,2916,29/11/2023,11,Wednesday,0,0
ORD032090,2947,15/06/2023,6,Thursday,0,0
ORD039723,3193,15/06/2023,6,Thursday,0,0
ORD039723,3193,15/06/2023,6,Thursday,0,0
ORD039719,3193,19/04/2023,4,Wednesday,0,0
ORD039723,3193,15/06/2023,6,Thursday,0,0
ORD039723,3193,15/06/2023,6,Thursday,0,0
ORD039721,3193,22/05/2023,5,Monday,0,0
ORD039947,3203,11/07/2023,7,Tuesday,0,0
ORD039944,3203,26/05/2023,5,Friday,0,0
ORD040168,3211,10/05/2023,5,Wednesday,0,0
ORD040761,3235,12/07/2023,7,Wednesday,0,0
ORD040761,3235,12/07/2023,7,Wednesday,0,0
ORD040827,3237,05/08/2023,8,Saturday,0,0
ORD040828,3237,11/08/2023,8,Friday,0,0
ORD040828,3237,11/08/2023,8,Friday,0,0
ORD040824,3237,13/05/2023,5,Saturday,0,0
ORD040826,3237,26/06/2023,6,Monday,0,0
ORD040827,3237,05/08/2023,8,Saturday,0,0
ORD040821,3237,19/04/2023,4,Wednesday,0,0
ORD040822,3237,21/04/2023,4,Friday,0,0
ORD040826,3237,26/06/2023,6,Monday,0,0
ORD040828,3237,11/08/2023,8,Friday,0,0
ORD040824,3237,13/05/2023,5,Saturday,0,0
ORD035214,3037,28/04/2023,4,Friday,0,0
ORD035218,3037,29/05/2023,5,Monday,0,0
ORD035214,3037,28/04/2023,4,Friday,0,0
ORD035213,3037,19/04/2023,4,Wednesday,0,0
ORD035222,3037,26/06/2023,6,Monday,0,0
ORD035218,3037,29/05/2023,5,Monday,0,0
ORD035222,3037,26/06/2023,6,Monday,0,0
ORD035222,3037,26/06/2023,6,Monday,0,0
ORD035223,3037,24/07/2023,7,Monday,0,0
ORD035218,3037,29/05/2023,5,Monday,0,0
ORD035222,3037,26/06/2023,6,Monday,0,0
ORD036004,3063,20/04/2023,4,Thursday,0,0
ORD036013,3063,12/08/2023,8,Saturday,0,0
ORD036013,3063,12/08/2023,8,Saturday,0,0
ORD036013,3063,12/08/2023,8,Saturday,0,0
ORD026227,2805,11/07/2023,7,Tuesday,0,0
ORD026227,2805,11/07/2023,7,Tuesday,0,0
ORD026519,2813,22/05/2023,5,Monday,0,0
ORD027361,2831,07/07/2023,7,Friday,0,0
ORD028164,2849,15/05/2023,5,Monday,0,0
ORD029588,2882,02/08/2023,8,Wednesday,0,0
ORD029588,2882,02/08/2023,8,Wednesday,0,0
ORD029588,2882,02/08/2023,8,Wednesday,0,0
ORD029587,2882,08/06/2023,6,Thursday,0,0
ORD029588,2882,02/08/2023,8,Wednesday,0,0
ORD030099,2894,04/06/2023,6,Sunday,0,0
ORD031484,2932,28/06/2023,6,Wednesday,0,0
ORD032090,2947,15/06/2023,6,Thursday,0,0
ORD032328,2953,05/06/2023,6,Monday,0,0
ORD032328,2953,05/06/2023,6,Monday,0,0
ORD032340,2953,07/08/2023,8,Monday,0,0
ORD032332,2953,28/06/2023,6,Wednesday,0,0
ORD036006,3063,13/05/2023,5,Saturday,0,0
ORD036005,3063,29/04/2023,4,Saturday,0,0
ORD036006,3063,13/05/2023,5,Saturday,0,0
ORD036012,3063,13/07/2023,7,Thursday,0,0
ORD036007,3063,22/05/2023,5,Monday,0,0
ORD036004,3063,20/04/2023,4,Thursday,0,0
